gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_group,Churn
1,0,0,0,1,0,1,0,0,1,0,0,2,0,1,2,84.02492659742384,168.73398624488127,0,1
0,0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,23.05,1255.1,4,0
0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,81.36811109429297,555.2415674968383,0,1
0,0,0,0,1,2,1,0,0,2,0,2,2,0,0,1,98.3,923.5,0,1
1,0,1,1,1,2,2,1,1,1,1,1,1,1,0,2,24.85,1013.6,3,0
0,0,0,0,1,2,2,1,1,1,1,1,1,2,0,0,23.3,797.1,2,0
0,0,0,0,1,2,1,0,0,2,0,2,1,0,1,2,99.71291296131358,1060.2,0,1
0,0,1,1,1,2,2,1,1,1,1,1,1,2,1,0,25.05,1270.25,4,0
0,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,94.85377880061623,94.85377880061623,0,1
0,0,1,0,0,1,0,0,2,0,2,2,2,1,1,1,56.3,2780.6,4,0
1,0,0,0,1,2,1,2,2,2,0,2,2,0,1,2,111.5,4915.15,3,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,70.03378270417514,70.03378270417514,0,1
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.135488031724435,20.135488031724435,0,1
0,0,0,1,1,2,2,1,1,1,1,1,1,2,1,2,25.1,1070.15,3,0
1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,2,57.07941690327538,2138.0025000041537,2,1
1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,0,20.5,1430.95,5,0
1,0,1,1,1,2,2,1,1,1,1,1,1,2,0,0,25.45,809.25,2,0
0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,2,19.9,19.9,0,1
1,0,0,1,1,2,2,1,1,1,1,1,1,2,1,3,24.4,1413.0,5,0
0,0,0,0,1,1,1,1,2,2,2,2,1,0,1,1,104.94314985436023,4610.685379546495,3,1
1,0,1,1,1,0,1,0,2,2,0,0,0,0,1,1,80.3,4896.35,5,0
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,19.7,1396.9,5,0
1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,20.45,638.55,2,0
1,0,1,0,1,2,2,1,1,1,1,1,1,2,1,2,24.5,1816.2,5,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,44.9,44.9,0,1
1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,2,74.75987083539634,3004.433251069682,3,1
1,0,1,0,1,2,0,2,0,0,0,0,0,1,1,2,55.35,2633.95,4,0
1,0,0,0,0,1,0,0,2,0,0,2,2,0,1,1,49.92633940097223,2548.072952747403,4,1
1,0,1,0,1,2,0,0,0,2,0,2,0,0,0,2,65.6,250.1,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,70.16977627097069,331.43202824732896,0,1
1,0,0,0,1,0,1,0,2,0,0,2,2,0,1,2,98.08781775808235,2445.23313407112,1,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,70.20071147069031,70.20071147069031,0,1
1,0,1,0,1,2,0,0,0,2,0,2,2,1,1,3,75.3,989.45,1,1
1,0,0,0,0,1,0,2,2,0,0,0,0,0,1,3,35.0,1782.4,4,0
1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,0,19.65,978.0,4,0
0,0,0,0,1,0,1,0,0,2,2,0,2,2,1,0,89.7,4304.5,4,0
0,0,1,0,1,1,1,0,0,0,0,0,2,0,0,1,91.72158430103974,2748.9285670618606,2,1
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,20.05,678.2,3,0
0,0,0,0,1,0,1,0,1,2,0,2,2,0,1,2,99.76001457703066,2372.86634298545,1,1
0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,1,74.3,74.3,0,1
0,0,1,1,1,0,2,1,1,1,1,1,1,1,1,3,20.0,196.35,0,0
1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,3,19.5,239.75,1,0
1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,75.30817324175571,75.30817324175571,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,43.87923626853263,43.87923626853263,0,1
1,0,1,0,1,2,1,0,2,0,2,2,0,2,1,2,94.1,5638.3,5,1
1,0,0,0,1,2,1,2,2,2,2,2,2,1,0,1,116.25,3899.05,2,0
1,0,1,0,0,1,0,2,0,0,0,0,2,0,1,2,39.9,2020.9,4,0
0,0,0,0,1,2,1,0,0,0,0,0,2,0,0,2,85.46654538692535,85.46654538692535,0,1
0,1,0,0,1,2,1,0,1,0,0,2,0,0,1,2,90.53402037080603,2273.3721188538725,1,1
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,19.85,1070.5,4,0
0,0,0,0,1,1,1,0,1,0,0,0,2,0,1,2,90.29159079089725,2622.3262369109075,2,1
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,19.5,1222.65,4,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,70.67743932117722,141.44450240115205,0,1
1,0,1,1,1,2,1,2,0,2,0,0,2,2,0,0,93.4,5822.3,5,0
0,0,1,0,1,2,2,1,1,1,1,1,1,2,1,1,25.25,1733.15,5,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,54.20188745773073,54.20188745773073,0,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,70.32537277813162,70.32537277813162,0,1
1,0,1,0,1,2,1,2,2,2,0,0,0,0,0,1,90.2,1454.15,1,1
1,0,0,0,0,1,0,0,0,2,0,1,0,0,1,2,40.483122690995025,131.2330279019428,0,1
0,0,0,0,1,2,1,2,1,0,0,2,0,1,1,2,98.54745137705245,4835.732625923977,3,1
1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,2,87.16949738706747,263.11438760182443,0,1
0,0,0,0,1,2,1,1,0,1,1,0,2,0,1,1,99.15485670714418,3754.656588071326,3,1
0,0,0,0,1,2,1,0,0,0,1,0,0,0,1,2,77.43347039262159,506.7235110830043,0,1
1,0,1,0,1,0,0,0,2,0,2,0,0,0,1,2,53.8,1389.85,2,0
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,20.6,116.6,0,0
0,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,86.48138922700113,649.5539449178016,0,1
1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,75.91106041509894,231.6105369296804,0,1
0,0,1,0,1,2,1,0,0,2,1,2,1,0,1,2,103.16313656593893,4533.800298558316,3,1
1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,0,19.5,798.2,3,0
1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,54.54418850674229,54.54418850674229,0,1
0,0,0,0,1,2,1,0,1,1,0,0,2,0,1,1,96.6482325599741,1779.9847187040245,1,1
1,0,1,1,1,2,1,0,0,2,0,0,2,0,1,2,89.2,2698.35,2,1
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.708013800691095,19.708013800691095,0,1
0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,69.00530234733827,69.00530234733827,0,1
1,0,0,1,1,0,2,1,1,1,1,1,1,1,0,1,20.05,552.9,2,0
0,0,1,0,1,2,1,0,0,1,0,2,0,0,0,1,88.36110958282195,2873.8039405738837,2,1
0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,79.45703494515894,79.45703494515894,0,1
1,0,1,1,1,2,1,0,0,0,0,2,2,0,1,2,92.55,1515.1,1,1
0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,74.67603013787945,306.3929773965904,0,1
0,1,0,0,1,0,0,2,0,2,2,2,0,2,0,0,69.85,4003.0,4,0
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,41.310483855133434,882.4347443021144,1,1
0,0,1,1,1,0,1,0,0,2,0,0,0,0,1,2,73.75,325.45,0,1
1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,75.51865655472378,75.51865655472378,0,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,47.91697833051612,170.45725299234573,0,1
0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,78.19436387883312,305.3140624618163,0,1
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,74.22372301977828,147.15,0,1
0,0,0,0,1,2,1,0,0,0,0,0,2,0,0,2,86.54278894422464,830.8320573864759,0,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,25.05,56.35,0,1
0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,70.45336521157712,140.1870173273484,0,1
0,0,1,0,1,2,0,0,2,0,2,0,2,1,0,3,72.1,2658.4,3,0
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,1,18.25,534.7,2,0
1,0,1,1,1,2,2,1,1,1,1,1,1,2,1,3,23.8,903.8,3,0
0,0,0,0,1,0,1,2,0,0,2,2,2,0,1,0,98.9,1120.95,0,1
1,0,1,1,1,0,1,0,2,0,0,0,2,0,1,1,83.55,477.55,0,1
1,0,0,0,0,1,0,0,2,2,0,0,2,1,1,0,43.75,903.6,1,1
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,20.0,599.3,2,0
0,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,97.11294805177988,1296.4938016934288,1,1
1,0,1,0,1,2,1,1,1,0,0,0,0,0,1,2,82.82463535501157,2461.4917598285533,2,1
0,1,0,0,1,2,1,2,0,0,0,2,2,1,1,0,101.4,6176.6,4,0
0,0,1,0,1,2,2,1,1,1,1,1,1,1,1,2,26.3,1763.55,5,0
1,1,0,0,0,1,0,0,2,0,0,2,0,0,1,3,39.0,679.85,1,1
1,0,1,0,1,0,2,1,1,1,1,1,1,2,0,3,19.25,855.1,3,0
0,0,1,0,1,2,1,2,2,2,2,2,2,2,1,1,115.55,8312.4,5,0
0,0,0,0,1,2,0,2,2,2,2,2,2,2,1,1,86.4,5442.05,5,0
0,0,0,0,1,2,1,1,1,0,0,0,2,0,1,1,96.59990358525279,1785.455571468381,1,1
0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,3,55.02156138781284,110.47914679394981,0,1
1,1,1,0,1,2,1,2,0,2,0,2,2,2,1,1,105.05,5163.3,4,0
1,1,1,0,1,2,1,2,0,0,0,0,2,1,1,2,89.05,2177.45,2,1
0,0,1,1,1,0,1,0,2,2,2,2,2,1,1,0,103.7,5656.75,4,0
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,19.7,258.35,0,0
0,0,0,0,1,0,1,0,0,2,0,2,0,0,1,2,86.27186495310814,1060.9599841741922,0,1
0,0,1,1,1,0,1,2,0,0,0,0,2,1,1,0,82.85,2320.8,2,0
0,0,0,0,1,2,1,1,0,0,0,2,2,0,0,1,97.23536395246272,1004.3354314946598,0,1
1,0,0,1,0,1,0,2,0,0,2,0,0,1,0,1,34.05,1113.95,2,0
0,0,0,0,1,1,1,0,0,1,0,0,2,0,0,1,88.53918961327572,2467.1520259668105,2,1
0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2,36.92716004043748,734.5990915986112,1,1
1,0,0,0,1,2,1,0,1,1,0,1,2,0,1,2,98.29501156055176,3066.6584227131852,2,1
0,0,1,1,1,2,1,0,0,0,2,0,0,0,1,2,80.5,502.85,0,1
1,0,0,0,1,0,1,2,2,0,0,2,2,1,0,0,99.15,5720.95,4,0
0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,74.36175596152195,74.36175596152195,0,1
1,0,0,0,0,1,0,0,0,0,0,2,0,2,0,1,35.8,1316.9,3,0
0,0,0,0,1,0,0,2,0,2,2,2,2,2,0,0,79.6,5589.45,5,0
0,1,1,0,0,1,0,0,2,0,0,2,2,2,1,1,49.45,2907.55,4,0
0,1,0,0,1,2,1,0,0,2,0,0,2,0,1,2,88.55,179.25,0,1
1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,3,44.5487092945496,44.5487092945496,0,1
0,0,0,0,0,1,0,2,0,2,2,2,2,2,1,0,61.35,4193.4,5,0
1,0,1,1,0,1,0,2,2,2,0,2,2,0,0,3,58.85,465.7,0,0
1,0,0,0,1,2,1,0,1,2,0,2,2,0,1,1,103.42151988544002,296.2343688251548,0,1
0,0,0,0,1,2,0,2,2,2,2,0,0,1,1,1,71.1,4299.2,4,0
0,0,1,0,1,2,1,0,2,2,2,2,2,2,1,0,109.25,6841.4,5,0
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,19.4,1363.25,5,0
1,0,1,0,1,2,1,0,2,2,0,0,2,2,1,2,93.15,6368.2,5,0
1,0,1,1,1,2,0,2,0,2,0,2,0,2,0,1,68.95,4858.7,5,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,70.95,137.95,0,1
1,0,1,1,1,2,0,2,0,0,0,0,0,2,0,0,55.3,3983.6,5,0
0,0,1,0,0,1,0,0,0,0,0,2,2,0,0,2,44.6,97.1,0,1
0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,3,29.8,786.5,2,0
1,1,1,0,1,2,1,2,2,2,2,0,0,2,1,0,93.05,6735.05,5,0
0,1,1,0,1,2,1,0,2,0,0,0,2,0,1,0,89.6,6127.6,5,1
0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,54.78178131918482,54.78178131918482,0,1
1,0,0,0,1,1,0,0,0,1,1,1,2,0,0,1,81.75458090154626,1425.2508192824143,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24.792405086454785,58.968841712657245,0,1
0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.65,69.65,0,1
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,19.65,494.9,2,0
0,0,0,0,1,0,0,2,0,2,2,0,0,1,1,1,60.25,3282.75,4,0
0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,2,73.7419521983785,73.7419521983785,0,1
1,1,1,0,1,2,1,0,2,2,2,2,2,2,1,2,110.45,6077.75,4,0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.35,45.3,0,0
1,0,0,0,0,1,0,0,2,0,2,0,0,0,0,2,35.75,389.8,0,0
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,2,20.55,1343.4,5,0
0,0,1,0,1,2,0,2,2,2,2,2,2,2,0,0,92.0,6474.4,5,0
0,0,1,1,1,2,2,1,1,1,1,1,1,1,0,1,24.15,800.3,2,0
1,0,1,0,1,0,0,0,2,2,2,2,0,1,1,2,70.95,3250.45,3,0
0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,2,78.8,78.8,0,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,69.05,1793.25,2,0
1,0,1,0,1,0,2,1,1,1,1,1,1,1,0,0,19.8,202.25,0,0
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,20.15,165.5,0,0
0,1,0,0,1,2,1,0,0,0,1,2,2,0,1,1,99.04497137156893,3737.461464098741,3,1
0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,69.71803227555274,69.71803227555274,0,1
0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,74.85592088030943,74.85592088030943,0,1
0,0,0,0,1,2,1,0,0,0,1,2,0,0,0,1,90.15863338413843,987.9667487652285,0,1
1,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.8,635.9,2,0
1,0,1,0,0,1,0,0,0,0,0,2,2,1,1,1,45.0,2689.35,4,0
1,0,1,1,1,2,0,2,2,0,2,0,0,1,0,0,64.15,3491.55,4,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,70.9,273.0,0,1
1,1,0,0,1,0,2,1,1,1,1,1,1,2,0,1,20.3,1356.3,5,0
1,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,98.55,1842.8,1,1
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.9,283.75,1,0
0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,18.8,251.25,1,0
0,0,0,0,1,0,0,0,0,0,2,0,2,1,0,2,59.3,2209.15,3,0
1,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,80.17572056612548,80.17572056612548,0,1
0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,69.8,69.8,0,1
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,19.7,599.25,2,0
1,0,1,0,1,0,0,2,2,2,2,2,2,2,0,3,84.45,6033.1,5,0
1,1,1,1,1,0,2,1,1,1,1,1,1,2,0,1,19.8,1388.45,5,0
0,0,0,0,1,2,1,0,1,1,0,0,0,0,1,1,84.61639520216094,913.0007607276082,0,1
1,0,1,0,1,0,2,1,1,1,1,1,1,1,1,0,20.95,495.15,2,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,45.2,2065.15,3,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,57.52531333018019,113.6967223698098,0,1
0,0,0,1,1,0,1,0,2,0,0,0,2,0,1,0,85.9,1269.55,1,1
0,0,0,0,0,1,0,0,2,2,2,0,0,2,0,1,39.7,1932.75,4,0
0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,76.45,503.6,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,46.23997335213933,96.01157027153096,0,1
1,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.85,252.0,1,0
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,19.7,117.8,0,0
1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,79.25,79.25,0,1
0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,0,89.16842905078579,185.26382178808936,0,1
1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,3,43.45,345.5,0,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,55.17905109961746,160.02879576342818,0,1
1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,2,92.68134051082643,2122.358765374868,1,1
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,20.05,1263.9,5,0
0,0,0,0,1,1,1,0,0,0,0,2,2,0,1,2,95.17947091992366,95.17947091992366,0,1
0,0,1,1,1,2,0,2,2,2,2,2,2,2,1,3,90.6,5817.45,5,0
0,0,0,0,1,0,1,0,2,0,0,1,0,0,1,2,85.93662692889434,3265.7341172650445,3,1
0,0,0,0,1,2,1,0,1,0,0,2,2,1,1,2,98.78207802358442,5508.63884235566,4,1
1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,19.95,243.65,1,0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,18.860867487092435,18.860867487092435,0,1
1,0,0,0,1,0,0,0,2,2,2,0,0,0,1,2,60.9,688.5,0,0
1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,41.07039764727265,128.67545292202038,0,1
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,79.53877246626136,167.70681801221397,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,25.51202273475602,95.04269745024061,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,42.67595295504786,42.67595295504786,0,1
1,0,0,0,1,0,2,1,1,1,1,1,1,2,1,0,19.3,1447.9,5,0
0,1,0,0,1,2,1,0,0,2,0,0,2,0,1,0,89.6,5538.8,5,0
1,0,1,1,1,2,2,1,1,1,1,1,1,1,0,3,26.4,314.95,0,0
0,0,0,1,1,2,2,1,1,1,1,1,1,2,0,0,26.0,1638.7,5,0
1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,74.95,308.7,0,1
1,0,1,0,1,0,2,1,1,1,1,1,1,2,0,1,19.85,1433.8,5,0
0,0,0,0,1,2,2,1,1,1,1,1,1,1,1,0,24.4,1601.2,5,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,49.087554359465145,270.8021288286546,0,1
0,0,1,1,1,0,2,1,1,1,1,1,1,2,1,1,19.8,1119.9,4,0
0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,2,28.5,629.35,1,0
0,0,1,0,1,0,2,1,1,1,1,1,1,0,0,3,20.35,41.85,0,0
0,0,0,0,1,2,1,2,2,2,2,2,2,2,0,1,115.05,4895.1,3,0
1,0,1,1,1,0,1,2,0,0,0,2,2,0,0,1,94.65,2649.15,2,1
0,0,0,0,1,0,1,0,1,1,0,2,2,0,0,1,101.1691767918172,842.9383535836344,0,1
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.05,42.7,0,0
0,0,1,1,1,2,0,2,2,2,2,2,2,2,1,1,92.9,3379.25,2,0
0,0,1,0,1,2,1,0,0,1,0,1,1,0,1,2,98.61107267250074,3763.832402468277,3,1
0,0,1,0,1,2,1,0,1,0,0,0,0,0,1,1,81.76066317415298,631.8597994005488,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,70.40817853121507,70.40817853121507,0,1
0,0,1,1,1,2,1,0,0,0,2,2,0,0,1,2,91.65,1301.0,1,1
0,0,0,0,1,2,0,0,2,0,2,0,2,0,1,1,68.9,1370.35,1,0
0,0,1,0,1,2,2,1,1,1,1,1,1,1,0,2,26.9,1250.85,3,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,68.72129266641456,737.7764443739161,0,1
0,0,1,1,1,0,1,2,2,0,0,0,0,0,1,0,79.15,4018.55,4,0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,19.9,19.9,0,0
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,20.55,1070.25,4,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,48.49415541077746,442.1211925404239,0,1
0,0,0,0,1,2,1,0,0,1,0,2,0,0,1,2,89.87419715458334,2165.624682421355,1,1
0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,80.1,679.3,0,1
1,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,89.64957330720604,89.64957330720604,0,1
1,0,1,0,1,0,2,1,1,1,1,1,1,2,0,0,19.55,520.55,2,0
1,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,89.5,863.1,0,1
0,0,1,0,1,0,2,1,1,1,1,1,1,0,0,3,19.85,573.05,2,0
0,0,0,0,1,2,1,0,0,0,1,0,2,0,1,1,87.44802300751446,1449.9349808270713,1,1
0,0,0,0,1,1,1,2,0,0,2,2,2,0,0,0,102.524571673882,843.2540480408313,0,1
0,0,0,0,1,2,0,2,2,2,2,2,2,2,0,1,89.75,6367.2,5,0
1,0,0,0,1,2,1,2,2,0,0,0,2,0,1,1,94.5,2659.4,2,1
0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,74.95959713012778,74.95959713012778,0,1
0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,70.21943619183168,997.186737907244,1,1
1,0,0,0,1,0,1,0,0,0,0,2,1,0,1,2,88.4046788178606,88.4046788178606,0,1
1,0,1,1,1,2,2,1,1,1,1,1,1,2,1,0,24.0,269.65,0,0
1,1,0,0,1,2,1,0,0,0,0,0,2,0,1,2,85.05,746.5,0,1
1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,19.4,997.75,4,0
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,76.56345614005913,219.8948823419173,0,1
1,0,1,1,0,1,0,2,0,2,2,2,2,2,0,0,59.5,4144.8,5,0
1,0,1,0,1,0,2,1,1,1,1,1,1,1,0,1,19.8,576.65,2,0
0,0,0,0,1,0,2,1,1,1,1,1,1,2,1,3,19.85,810.45,3,0
0,0,1,1,1,0,2,1,1,1,1,1,1,1,0,1,19.6,1012.4,4,0
0,1,0,0,1,2,1,0,0,0,2,2,2,0,0,2,98.65,2862.75,2,1
0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,55.70637973854595,1206.3418713382537,1,1
1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,79.33671806327942,2596.298409980631,2,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,25.98454060626833,84.5496474252381,0,1
1,0,0,0,1,0,2,1,1,1,1,1,1,1,1,2,19.95,253.8,1,0
0,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,96.26409220279584,451.2539071400775,0,1
0,1,1,0,0,1,0,2,2,2,0,0,2,1,1,1,50.4,1580.1,2,0
0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,2,87.26833186324257,668.5495697976286,0,1
1,0,0,0,1,2,1,2,0,0,2,0,2,1,0,1,97.65,6687.85,5,0
1,0,1,0,1,0,2,1,1,1,1,1,1,2,1,0,19.95,1234.8,5,0
0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,79.96087763021605,856.793901805268,0,1
0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2,75.3684304451834,162.57436220899746,0,1
0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,3,24.4,36.55,0,1
0,0,1,1,1,0,1,2,2,2,0,0,0,1,0,0,84.8,5598.3,5,0
1,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,90.10484708691203,90.10484708691203,0,1
1,0,1,0,1,2,1,0,2,2,1,2,2,1,1,2,111.00489864742524,7488.42828456077,5,1
1,0,1,0,1,0,0,2,0,2,0,0,0,2,0,1,53.3,2296.25,3,0
1,1,1,0,1,2,1,0,0,0,0,2,0,0,1,3,86.85,156.35,0,1
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,25.654743163350126,25.654743163350126,0,1
1,1,1,0,1,2,1,2,2,2,2,2,2,0,1,1,112.9,8061.5,5,0
0,0,1,1,1,0,1,0,2,0,0,0,0,0,1,2,74.7,74.7,0,1
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,74.44811356027684,813.1787752162803,0,1
0,0,0,0,1,2,1,0,0,1,2,2,2,0,1,0,103.53352632413187,1133.5366277296876,0,1
0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,80.24394352127808,144.73169436165742,0,1
0,0,1,1,1,0,1,0,0,0,0,2,2,1,0,0,88.9,4968.0,4,0
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,19.95,1322.85,5,0
0,0,0,0,0,1,0,0,0,2,2,2,2,0,1,1,53.4,3579.15,5,0
1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,35.45,35.45,0,1
1,0,1,0,0,1,0,0,0,0,2,2,0,0,0,3,40.65,328.95,0,1
0,0,0,0,1,2,1,0,2,0,0,2,2,0,0,2,101.56780621656704,821.0936692829398,0,1
0,0,0,0,1,2,0,0,2,0,0,0,2,0,1,2,64.0,370.25,0,0
0,0,1,0,1,2,1,0,0,2,1,0,0,0,1,2,84.96267424591484,1258.4366195889938,1,1
0,1,1,0,1,2,1,0,2,0,0,2,2,0,1,2,100.8,6690.75,5,0
0,0,0,0,1,2,0,0,0,0,1,1,1,0,1,2,74.63965317197095,521.3814337223905,0,1
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.7,675.6,2,0
0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,55.0,2473.95,3,0
0,0,0,0,1,0,1,2,2,0,0,2,2,1,1,2,100.3,4483.95,3,0
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,69.15,3649.6,4,0
1,0,1,1,0,1,0,2,0,0,0,2,0,0,0,1,38.55,156.1,0,0
1,1,1,1,1,2,1,0,2,0,0,2,2,1,0,2,99.0,5969.3,5,0
1,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,93.39582905182739,93.39582905182739,0,1
1,0,1,1,1,2,2,1,1,1,1,1,1,2,0,1,25.15,1790.15,5,0
